frame.time_epoch,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,ip.proto,frame.len,tcp.flags,src_port,dst_port,tcp.flags.int,flag_fin,flag_syn,flag_rst,flag_psh,flag_ack,flag_urg,http.request.method,http.request.uri,http.host,data.text
1761394676.878874,44.228.249.3,192.168.1.74,80,46445,0,0,6,60,0x0012,80,46445,18,0,1,0,0,1,0,,,,
1761394676.878874,44.228.249.3,192.168.1.74,80,9476,0,0,6,60,0x0012,80,9476,18,0,1,0,0,1,0,,,,
1761394676.878874,44.228.249.3,192.168.1.74,80,59022,0,0,6,60,0x0012,80,59022,18,0,1,0,0,1,0,,,,
1761394676.879274,44.228.249.3,192.168.1.74,80,11711,0,0,6,60,0x0012,80,11711,18,0,1,0,0,1,0,,,,
1761394676.879274,44.228.249.3,192.168.1.74,80,13060,0,0,6,60,0x0012,80,13060,18,0,1,0,0,1,0,,,,
1761394676.879274,44.228.249.3,192.168.1.74,80,37139,0,0,6,60,0x0012,80,37139,18,0,1,0,0,1,0,,,,
1761394676.879274,44.228.249.3,192.168.1.74,80,25865,0,0,6,60,0x0012,80,25865,18,0,1,0,0,1,0,,,,
1761394676.879274,44.228.249.3,192.168.1.74,80,13462,0,0,6,60,0x0012,80,13462,18,0,1,0,0,1,0,,,,
1761394676.879274,44.228.249.3,192.168.1.74,80,52021,0,0,6,60,0x0012,80,52021,18,0,1,0,0,1,0,,,,
1761394676.879274,44.228.249.3,192.168.1.74,80,28208,0,0,6,60,0x0012,80,28208,18,0,1,0,0,1,0,,,,
1761394676.879274,44.228.249.3,192.168.1.74,80,35416,0,0,6,60,0x0012,80,35416,18,0,1,0,0,1,0,,,,
1761394676.879657,44.228.249.3,192.168.1.74,80,40737,0,0,6,60,0x0012,80,40737,18,0,1,0,0,1,0,,,,
1761394676.879657,44.228.249.3,192.168.1.74,80,48254,0,0,6,60,0x0012,80,48254,18,0,1,0,0,1,0,,,,
1761394676.879657,44.228.249.3,192.168.1.74,80,41663,0,0,6,60,0x0012,80,41663,18,0,1,0,0,1,0,,,,
1761394676.879657,44.228.249.3,192.168.1.74,80,6141,0,0,6,60,0x0012,80,6141,18,0,1,0,0,1,0,,,,
1761394676.879657,44.228.249.3,192.168.1.74,80,11015,0,0,6,60,0x0012,80,11015,18,0,1,0,0,1,0,,,,
